sent_id,text,opinions/0/Target/0/0,opinions/0/Target/1/0,opinions/0/Polar_expression/0/0,opinions/0/Polar_expression/1/0,opinions/0/Polarity,opinions/0/Intensity,opinions/0/Source/0/0,opinions/0/Source/1/0,opinions/1/Polar_expression/0/0,opinions/1/Polar_expression/1/0,opinions/1/Polarity,opinions/1/Intensity,opinions/1/Target/0/0,opinions/1/Target/1/0,opinions/2/Target/0/0,opinions/2/Target/1/0,opinions/2/Polar_expression/0/0,opinions/2/Polar_expression/1/0,opinions/2/Polarity,opinions/2/Intensity,opinions/1/Source/0/0,opinions/1/Source/1/0,opinions/2/Source/0/0,opinions/2/Source/1/0,opinions/3/Source/0/0,opinions/3/Source/1/0,opinions/3/Target/0/0,opinions/3/Target/1/0,opinions/3/Polar_expression/0/0,opinions/3/Polar_expression/1/0,opinions/3/Polarity,opinions/3/Intensity,opinions/4/Target/0/0,opinions/4/Target/1/0,opinions/4/Polar_expression/0/0,opinions/4/Polar_expression/1/0,opinions/4/Polarity,opinions/4/Intensity,opinions/5/Source/0/0,opinions/5/Source/1/0,opinions/5/Target/0/0,opinions/5/Target/1/0,opinions/5/Polar_expression/0/0,opinions/5/Polar_expression/1/0,opinions/5/Polarity,opinions/5/Intensity,opinions/4/Source/0/0,opinions/4/Source/1/0,opinions/6/Source/0/0,opinions/6/Source/1/0,opinions/6/Target/0/0,opinions/6/Target/1/0,opinions/6/Polar_expression/0/0,opinions/6/Polar_expression/1/0,opinions/6/Polarity,opinions/6/Intensity,opinions/7/Source/0/0,opinions/7/Source/1/0,opinions/7/Target/0/0,opinions/7/Target/1/0,opinions/7/Polar_expression/0/0,opinions/7/Polar_expression/1/0,opinions/7/Polarity,opinions/7/Intensity,opinions/8/Source/0/0,opinions/8/Source/1/0,opinions/8/Target/0/0,opinions/8/Target/1/0,opinions/8/Polar_expression/0/0,opinions/8/Polar_expression/1/0,opinions/8/Polarity,opinions/8/Intensity,opinions/9/Source/0/0,opinions/9/Source/1/0,opinions/9/Target/0/0,opinions/9/Target/1/0,opinions/9/Polar_expression/0/0,opinions/9/Polar_expression/1/0,opinions/9/Polarity,opinions/9/Intensity,opinions/10/Target/0/0,opinions/10/Target/1/0,opinions/10/Polar_expression/0/0,opinions/10/Polar_expression/1/0,opinions/10/Polarity,opinions/10/Intensity,opinions/11/Target/0/0,opinions/11/Target/1/0,opinions/11/Polar_expression/0/0,opinions/11/Polar_expression/1/0,opinions/11/Polarity,opinions/11/Intensity,opinions/12/Target/0/0,opinions/12/Target/1/0,opinions/12/Polar_expression/0/0,opinions/12/Polar_expression/1/0,opinions/12/Polarity,opinions/12/Intensity,opinions/13/Target/0/0,opinions/13/Target/1/0,opinions/13/Polar_expression/0/0,opinions/13/Polar_expression/1/0,opinions/13/Polarity,opinions/13/Intensity,opinions/14/Target/0/0,opinions/14/Target/1/0,opinions/14/Polar_expression/0/0,opinions/14/Polar_expression/1/0,opinions/14/Polarity,opinions/14/Intensity,opinions/15/Target/0/0,opinions/15/Target/1/0,opinions/15/Polar_expression/0/0,opinions/15/Polar_expression/1/0,opinions/15/Polarity,opinions/15/Intensity,opinions/16/Target/0/0,opinions/16/Target/1/0,opinions/16/Polar_expression/0/0,opinions/16/Polar_expression/1/0,opinions/16/Polarity,opinions/16/Intensity
../opener/en/kaf/hotel/english00030_2417edb5ec4f8fcb65315add3d4cccde-9,Please avoid to be there .,there,19:24,avoid,7:12,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00144_d925927b775fb97d073da7e765ad0d3a-1,All was good and i would come again to visit,All,0:3,would come again,19:35,Positive,Standard,i,17:18,good,8:12,Positive,Standard,All,0:3,,,,,,,i,17:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00144_d925927b775fb97d073da7e765ad0d3a-2,"everything was alright , by the way , i would come again , if i travel to egypt. the hotel manager is very friendly and helpfull. also the service of the staff , good work",,,would come again,40:56,Positive,Standard,i,38:39,helpfull.,120:129,Positive,Standard,the hotel manager,81:98,the hotel manager,81:98,very friendly,102:115,Positive,Strong,,,,,,,everything,0:10,alright,15:22,Positive,Standard,the service of the staff,135:159,good work,162:171,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00144_d925927b775fb97d073da7e765ad0d3a-3,friendly greetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-1,Come only when you are a family with lots of kids !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-2,This was a weird stay .,stay,17:21,weird,11:16,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-3,Tho Hotel it 's self was okay .,Tho Hotel,0:9,okay,25:29,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-4,There were just ALOT of people .,ALOT of people,16:30,There were,0:10,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-5,Seemed like the staff couldn 't handle the amount of people .,the amount of people,39:59,couldn 't handle,22:38,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-6,The food was DELICIOUS · one you got to it .,The food,0:8,one you got to it,25:42,Negative,Standard,,,DELICIOUS,13:22,Positive,Strong,The food,0:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-7,The pool area is crowded as hell .,The pool area,0:13,crowded as hell,17:32,Negative,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-8,No room there .,room,3:7,No there,0:13,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-9,Very loud music .,music,10:15,Very loud,0:9,Negative,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-10,The beach was very nice .,The beach,0:9,very nice,14:23,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-11,Water was very clean .,Water,0:5,very clean,10:20,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-12,Room cleaning was terrible .,Room cleaning,0:13,terrible,18:26,Negative,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-13,Complaints handling took hours .,Complaints handling,0:19,took hours,20:30,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-14,Only go when you like ALOT of people .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00088_61873ffc44f5e834fcbe7202b235f19d-15,: ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-1,Our best holiday to date,holiday,9:16,best,4:8,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-2,We spent 5days touring Sri Lanka and 7 days at the Club Hotel Dolphin in what can only be described as our best holiday to dat .,holiday,112:119,best,107:111,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-3,"My husaband and i travelled with our 2 adult children and their partner and the holiday was all we could have hoped for with beautiful surroundings , attentive but not intrusive staff and excellent food .",staff,178:183,attentive,150:159,Positive,Standard,,,not intrusive,164:177,Positive,Standard,staff,178:183,surroundings,135:147,beautiful,125:134,Positive,Standard,,,,,,,food,198:202,excellent,188:197,Positive,Strong,the holiday,76:87,all we could have hoped,92:115,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-4,The rooms were excellent and the standard of cleanliness impeccable .,the standard of cleanliness,29:56,impeccable,57:67,Positive,Strong,,,excellent,15:24,Positive,Strong,The rooms,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-5,The kids room were on the beach although ours was set further back and a little hemmed in but as we weren 't in the room for long it wasn 't a problem .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-6,"We were evacuated due to a tsunami warning , during our stay and the staff dealt with the situation calmly and professionally at all times. we were kept informed and supplied with food and drink until we were able to return to the hotel .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00036_349ebe85f602e78db8ef55d26a5302d6-7,A wonderful holiday,holiday,12:19,wonderful,2:11,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-1,A wonderful stay !,stay,12:16,wonderful,2:11,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-2,Martha and Alphons are fantastic hosts .,Martha,0:6,fantastic,23:32,Positive,Strong,,,fantastic,23:32,Positive,Strong,Alphons,11:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-3,They are very friendly and knowledgeable about Spakenburg and the surrounding area .,They,0:4,knowledgeable,27:40,Positive,Standard,,,very friendly,9:22,Positive,Strong,They,0:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-4,"The rooms were neat , very clean , wonderfully decorated and comfortable .",The rooms,0:9,comfortable,61:72,Positive,Standard,,,neat,15:19,Positive,Standard,The rooms,0:9,The rooms,0:9,very clean,22:32,Positive,Strong,,,,,,,The rooms,0:9,wonderfully decorated,35:56,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-5,"The breakfast was delicious and everything was offered · cheese , fruit , breads , juice , coffee , tea and chocolate sprinkles ( my personal favourite ) .",The breakfast,0:13,delicious,18:27,Positive,Strong,,,offered,47:54,Positive,Standard,everything,32:42,tea,100:103,offered,47:54,Positive,Standard,,,,,,,cheese,57:63,offered,47:54,Positive,Standard,coffee,91:97,offered,47:54,Positive,Standard,,,fruit,66:71,offered,47:54,Positive,Standard,,,,,breads,74:80,offered,47:54,Positive,Standard,,,juice,83:88,offered,47:54,Positive,Standard,,,chocolate sprinkles,108:127,offered,47:54,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-6,"The location is in a nice , safe , quiet street close to a supermarket and the bus stop .",street,41:47,safe,28:32,Positive,Standard,,,quiet,35:40,Positive,Standard,street,41:47,street,41:47,nice,21:25,Positive,Standard,,,,,,,the bus stop,75:87,close,48:53,Positive,Standard,a supermarket,57:70,close,48:53,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-7,Good quality bikes were available to hire to get you into the town centre quickly .,bikes,13:18,Good quality,0:12,Positive,Standard,,,available,24:33,Positive,Standard,bikes,13:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00095_87f1842656103c2f563039f0c8959c1f-8,I will definitely be returning on my next trip to Holland !,,,will definitely be returning,2:30,Positive,Strong,I,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_561f43869ddc8b2574c02cd86f7013fd-1,Good 4 stars hotel,hotel,13:18,Good,0:4,Positive,Standard,,,4 stars,5:12,Positive,Strong,hotel,13:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_561f43869ddc8b2574c02cd86f7013fd-2,The Empire Palace is a good 4 stars hotel .,The Empire Palace,0:17,good,23:27,Positive,Standard,,,4 stars,28:35,Positive,Strong,The Empire Palace,0:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_561f43869ddc8b2574c02cd86f7013fd-3,"Good staff , comfortable bed and great breakfast .",bed,25:28,comfortable,13:24,Positive,Standard,,,Good,0:4,Positive,Standard,staff,5:10,breakfast,39:48,great,33:38,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_561f43869ddc8b2574c02cd86f7013fd-4,Both room and bathroom were a bit small though .,room,5:9,a bit small,28:39,Negative,Standard,,,a bit small,28:39,Negative,Standard,bathroom,14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_561f43869ddc8b2574c02cd86f7013fd-5,It ’s within walking distance of Rome ’s most important sights .,It,0:2,walking distance of Rome ’s most important sights,13:62,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-1,Great Hotel !,Hotel,6:11,Great,0:5,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-2,"The Hotel Gilde in Deventer , NL on Niuewstraat is the best hotel I have ever been in !",The Hotel Gilde,0:15,the best I have ever been in !,51:87,Positive,Strong,,,the best I have ever been in !,51:87,Positive,Strong,hotel,60:65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-3,I travel the world and have never seen such a friendly and professional staff !,staff,72:77,such a friendly,39:54,Positive,Strong,I,0:1,professional,59:71,Positive,Standard,staff,72:77,staff,72:77,never seen,28:38,Positive,Standard,I,0:1,I,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-4,Every need is attended to very quickly and happily .,Every need,0:10,happily,43:50,Positive,Standard,,,very quickly,26:38,Positive,Strong,Every need,0:10,Every need,0:10,attended,14:22,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-5,The food is good .,The food,0:8,good,12:16,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-6,"The rooms are nice and every part of the hotel bright and clean , the gardens and hotel are beautiful !",The rooms,0:9,nice,14:18,Positive,Standard,,,beautiful !,92:103,Positive,Strong,hotel,82:87,the gardens,66:77,beautiful !,92:103,Positive,Strong,,,,,,,every part of the hotel,23:46,clean,58:63,Positive,Standard,every part of the hotel,23:46,bright,47:53,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-7,"The hotel Manager , Michel stays on top of everything , leads by example and has a well trained staff .",staff,96:101,well trained,83:95,Positive,Standard,,,has,77:80,Positive,Standard,staff,96:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-8,I have been treated like family since I have been staying here ( 2 months ) .,,,treated like family,12:31,Positive,Standard,I,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-9,There is no other hotel in Deventer for me but The Gilde .,The Gilde,47:56,There is no other hotel,0:23,Positive,Standard,me,40:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00033_278f0d3e92138fc504c2e4479a9f3169-10,"I would recommend this hotel to everyone , business travellers and families !",this hotel,18:28,recommend,8:17,Positive,Standard,I,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_6fea237f070a8e6eb87656807d1fc661-1,Hotel Tornese ever !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_6fea237f070a8e6eb87656807d1fc661-2,"I am a customer of this hotel for over 10 years , but I have never experienced such a miserable service this year .",service,96:103,never experienced,61:78,Negative,Standard,I,54:55,miserable,86:95,Negative,Standard,service,96:103,,,,,,,I,54:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_6fea237f070a8e6eb87656807d1fc661-3,"For years we enmenons friends and family with us , but this is the last time !",this,55:59,the last time !,63:78,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00077_6fea237f070a8e6eb87656807d1fc661-4,The hotel Tornese lost regular customers !,The hotel,0:9,lost regular customers !,18:42,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00037_29e678cc5c59153d2361d234e0313174-1,Value for money in Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00037_29e678cc5c59153d2361d234e0313174-2,I stayed at the attic room which is the cheapest available in Rangemoor Park Hotel .,the attic room,12:26,the cheapest,36:48,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00037_29e678cc5c59153d2361d234e0313174-3,"It is a very small room that is not very pretty , but the sheets were clean and the bed comfy .",room,19:23,very small,8:18,Negative,Strong,,,not very pretty,32:47,Negative,Standard,room,19:23,the bed,80:87,comfy,88:93,Positive,Standard,,,,,,,the sheets,54:64,clean,70:75,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
